X,0
SCHID,0
C0014_R,0.02190332
C0016_R,0.02945619
C0110,0
C0112,0
C0114,0
C0116,0
C0120,0
C0122,0
C0124,0
C0126,0
C0128,0
C0130,0
C0132,0
C0134,0
C0136,0
C0138,0
C0140,0
C0141,0
C0142,0
C0143,0
C0144,0
C0146,0
C0148,0
C0150,0
C0151,0
C0153,0
C0154,0
C0156,0.1216012
C0158,0
C0160,0.04645015
C0162,0
C0164,0.2371601
C0166,0
C0168,0.04531722
C0169,0
C0170,0
C0171,0
C0172,0.2526435
C0173,0
C0174,0
C0176,0
C0178,0
C0180,0
C0181,0
C0182,0
C0184,0
C0186,0
C0190,0
C0192,0
C0194,0
C0196,0
C0198,0
C0200,0
C0202,0
C0204,0
C0206,0
C0208,0
C0210,0
C0212,0
C0214,0
C0216,0
C0218,0
C0220,0
C0222,0.3674471
C0224,0.3674471
C0226,0.3674471
C0228,0.3674471
C0246,0.3674471
C0248,0.3674471
C0250,0.3674471
C0252,0.3674471
C0254,0.3674471
C0256,0.3674471
C0258,0.3674471
C0260,0.3674471
C0262,0.3674471
C0264,0.3674471
C0266,0
C0268,0
C0269,0
C0270,0
C0272,0
C0274,0
C0276,0
C0277,0
C0280,0
C0282,0
C0284,0
C0286,0
C0288,0
C0290,0
C0292,0
C0294,0
C0296,0
C0298,0
C0300,0
C0302,0
C0304,0
C0306,0
C0308,0
C0374,0
C0376,0
C0378,0
C0379,0
C0380,0
C0382,0
C0384,0
C0386,0
C0388,0
C0389,0
C0390,0
C0391,0
C0392,0.5049094
C0393,0
C0394,0
C0396,0.4070997
C0398,0
C0400,0.2771903
C0402,0
C0404,0.6363293
C0406,0
C0408,0.4278701
C0410,0
C0412,0.180136
C0414,0
C0416,0.8247734
C0418,0
C0420,0.1952417
C0422,0
C0424,0.03776435
C0426,0
C0428,0.4097432
C0430,0
C0432,0.6106495
C0434,0
C0436,0.1412387
C0438,0
C0440,0.9021903
C0442,0
C0444,0.3508308
C0446,0
C0448,0.195997
C0450,0
C0452,0.04040785
C0454,0
C0456,0.6208459
C0518,0
C0520,0
C0526,0
C0528,0
C0532,0
C0534,0
C0536,0
C0538,0
C0560,0
C0562,0
C0568,0
C0570,0
C0572,0
C0578,0.01359517
C0578_DD,0.01359517
C0578_MM,0.01359517
C0578_YY,0
CRISIS10,0
DISTOT10,0
INCID10,0
INCPOL10,0
OTHACT10,0
OUTSUS10,0
PROBWK10,0
REMOVL10,0
STRATA,0
STUOFF10,0
SVINC10,0
SVPOL10,0
TRANSF10,0
VIOINC10,0
VIOPOL10,0
DISFIRE10,0
DISDRUG10,0
DISWEAP10,0
GANGHATE,0
DISRUPT,0
DISATT10,0
DISALC10,0
SEC_FT10,0
SEC_PT10,0
FR_LVEL,0
FR_SIZE,0
FR_URBAN,0
PERCWHT,0
FINALWGT,0
REPWGT1,0
REPWGT2,0
REPWGT3,0
REPWGT4,0
REPWGT5,0
REPWGT6,0
REPWGT7,0
REPWGT8,0
REPWGT9,0
REPWGT10,0
REPWGT11,0
REPWGT12,0
REPWGT13,0
REPWGT14,0
REPWGT15,0
REPWGT16,0
REPWGT17,0
REPWGT18,0
REPWGT19,0
REPWGT20,0
REPWGT21,0
REPWGT22,0
REPWGT23,0
REPWGT24,0
REPWGT25,0
REPWGT26,0
REPWGT27,0
REPWGT28,0
REPWGT29,0
REPWGT30,0
REPWGT31,0
REPWGT32,0
REPWGT33,0
REPWGT34,0
REPWGT35,0
REPWGT36,0
REPWGT37,0
REPWGT38,0
REPWGT39,0
REPWGT40,0
REPWGT41,0
REPWGT42,0
REPWGT43,0
REPWGT44,0
REPWGT45,0
REPWGT46,0
REPWGT47,0
REPWGT48,0
REPWGT49,0
REPWGT50,0
IC0110,0
IC0112,0
IC0114,0
IC0116,0
IC0120,0
IC0122,0
IC0124,0
IC0126,0
IC0128,0
IC0130,0
IC0132,0
IC0134,0
IC0136,0
IC0138,0
IC0140,0
IC0141,0
IC0142,0
IC0143,0
IC0144,0
IC0146,0
IC0148,0
IC0150,0
IC0151,0
IC0153,0
IC0154,0
IC0156,0
IC0158,0
IC0160,0
IC0162,0
IC0164,0
IC0166,0
IC0168,0
IC0169,0
IC0170,0
IC0171,0
IC0172,0
IC0173,0
IC0174,0
IC0176,0
IC0178,0
IC0180,0
IC0181,0
IC0182,0
IC0184,0
IC0186,0
IC0190,0
IC0192,0
IC0194,0
IC0196,0
IC0198,0
IC0200,0
IC0202,0
IC0204,0
IC0206,0
IC0208,0
IC0210,0
IC0212,0
IC0214,0
IC0216,0
IC0218,0
IC0220,0
IC0222,0
IC0224,0
IC0226,0
IC0228,0
IC0246,0
IC0248,0
IC0250,0
IC0252,0
IC0254,0
IC0256,0
IC0258,0
IC0260,0
IC0262,0
IC0264,0
IC0266,0
IC0268,0
IC0269,0
IC0270,0
IC0272,0
IC0274,0
IC0276,0
IC0277,0
IC0280,0
IC0282,0
IC0284,0
IC0286,0
IC0288,0
IC0290,0
IC0292,0
IC0294,0
IC0296,0
IC0298,0
IC0300,0
IC0302,0
IC0304,0
IC0306,0
IC0308,0
IC0374,0
IC0376,0
IC0378,0
IC0379,0
IC0380,0
IC0382,0
IC0384,0
IC0386,0
IC0388,0
IC0389,0
IC0390,0
IC0391,0
IC0392,0
IC0393,0
IC0394,0
IC0396,0
IC0398,0
IC0400,0
IC0402,0
IC0404,0
IC0406,0
IC0408,0
IC0410,0
IC0412,0
IC0414,0
IC0416,0
IC0418,0
IC0420,0
IC0422,0
IC0424,0
IC0426,0
IC0428,0
IC0430,0
IC0432,0
IC0434,0
IC0436,0
IC0438,0
IC0440,0
IC0442,0
IC0444,0
IC0446,0
IC0448,0
IC0450,0
IC0452,0
IC0454,0
IC0456,0
IC0518,0
IC0520,0
IC0526,0
IC0528,0
IC0532,0
IC0534,0
IC0536,0
IC0538,0
IC0560,0
IC0562,0
IC0568,0
IC0570,0
IC0572,0